5.954106573453703459e+04 1.553847831464077522e+01 1.330845341405191735e-02 3.340658405932061203e+00
5.954106623284444504e+04 1.553136668481046989e+01 1.494307915757832166e-02 3.484551397727259747e+00
5.954106669663703360e+04 1.551041885647310181e+01 1.356008269329918477e-02 3.549558943686798251e+00
5.954106717173287325e+04 1.554754448463567940e+01 1.392787993830398897e-02 3.486477893322577515e+00
5.954106764703703811e+04 1.554740429650474098e+01 1.396385237929181206e-02 3.427502305366726620e+00
5.954106812229073694e+04 1.556250963470305670e+01 1.701251974766996092e-02 3.398677206381235383e+00
5.954106859759073996e+04 1.551936880802271546e+01 1.638486223725228383e-02 3.227011170351903768e+00
5.954106907389768458e+04 1.552203513027352955e+01 1.488812207110607952e-02 3.307353622756669775e+00
5.954106954809073795e+04 1.553791426435644674e+01 1.498048803118231555e-02 3.631482820581951376e+00
5.954107003484444431e+04 1.554752530456129023e+01 1.302455087465089791e-02 3.334574520585742885e+00
5.954107051004443929e+04 1.553083957405553406e+01 1.323159637515710155e-02 3.470509261485061892e+00
5.954107097377916944e+04 1.550764763979821481e+01 1.221573816754972092e-02 3.524096228360081628e+00
5.954107144904444431e+04 1.553929325810614515e+01 1.098824349822012311e-02 3.389750454424142134e+00
5.954107192433703312e+04 1.552913439595654665e+01 1.112910617962314420e-02 3.448694153846467714e+00
5.954107239939814463e+04 1.553057051660295684e+01 1.155536094144312027e-02 3.248874404379233916e+00
5.954107287482546235e+04 1.551902511779934102e+01 1.028066424573894841e-02 3.420285075283608034e+00
5.954107336164444132e+04 1.553451856394246811e+01 9.449264095503487684e-03 3.425674126429361976e+00
5.954107383699074126e+04 1.550266490018516485e+01 9.694710686901161431e-03 3.738379301087930262e+00
5.954107431233703392e+04 1.555104704026625129e+01 9.379648686241529726e-03 3.562111955366192184e+00
5.954107478757175704e+04 1.552308661508897103e+01 1.091984122739410833e-02 3.720886893317353117e+00
5.954107526273703843e+04 1.552279766174673803e+01 1.063630274263852905e-02 3.968521529197837516e+00
5.954107573789073649e+04 1.554289308280891113e+01 9.750854048271053592e-03 3.623791685015278929e+00
5.954107621314444259e+04 1.553218543506867988e+01 9.113215653572591043e-03 3.876490545674183164e+00
5.954107668834444485e+04 1.550940310769939678e+01 9.446232817219206088e-03 4.041306825882728049e+00
5.954107716354443983e+04 1.552865025922572961e+01 8.621567353932959449e-03 3.616165090952455419e+00
5.954107763912222435e+04 1.553289267862700740e+01 8.108466944228081077e-03 3.438462565819117689e+00
5.954107811510925967e+04 1.552535038509866716e+01 8.128542305900640641e-03 3.536583649574729371e+00
5.954107860089073802e+04 1.553366575414072059e+01 7.950221033718769467e-03 3.419355089585332408e+00
5.954107908767917252e+04 1.555815288226891369e+01 8.267077583431170842e-03 3.557906544208283339e+00
5.954107956294444011e+04 1.553842986696822770e+01 8.282797540131493080e-03 3.449526035292548087e+00
5.954108003823703621e+04 1.553999276913407712e+01 7.935263857444930721e-03 3.475145089753893579e+00
5.954108051339074154e+04 1.553019231473824391e+01 7.967627164184197183e-03 3.625284610511654737e+00
5.954108098857916775e+04 1.553321588253364993e+01 7.982225843762704581e-03 3.541383472426098411e+00
5.954108147543703672e+04 1.553492727622904113e+01 8.108132400086237243e-03 3.698974107391136634e+00
5.954108195069073554e+04 1.553201712769059739e+01 8.073374986501236084e-03 3.638483364246929863e+00
5.954108242593703471e+04 1.554332375593799043e+01 7.893835781332611545e-03 3.493321944040505667e+00
5.954108290224398661e+04 1.553503106620441976e+01 7.567409701306587223e-03 3.387955193498996209e+00
5.954108338873703906e+04 1.552833986270384692e+01 7.627443635477956091e-03 3.462690364978808777e+00
5.954108386384444020e+04 1.553068703892959945e+01 8.165700615945859983e-03 3.645337708364665641e+00
5.954108432869444368e+04 1.554520686063847634e+01 7.715601088549516560e-03 3.649094411669413507e+00
5.954108482565185841e+04 1.553601039683187146e+01 7.607468186830282190e-03 3.510354571214436170e+00
5.954108531264444173e+04 1.555333783220538812e+01 7.552731851772123348e-03 3.433122955137560606e+00
5.954108577624444297e+04 1.553764022127844768e+01 7.469666105676886318e-03 3.505682923625586866e+00
5.954108625250925979e+04 1.554533627231074888e+01 7.542268830896366877e-03 3.495772799527227193e+00
5.954108674993703607e+04 1.554124973110473107e+01 7.438471389910456671e-03 3.462280306915042072e+00
5.954108722517917340e+04 1.554253673571909999e+01 7.675861590736643598e-03 3.537158632403525793e+00
5.954108770043703407e+04 1.551578286248680172e+01 7.525810787171530181e-03 3.526059013251906737e+00
5.954108817559073941e+04 1.552905416308168185e+01 7.542404068009147741e-03 3.450837820165901793e+00
5.954108863929074141e+04 1.552193219441674188e+01 7.594487606912097427e-03 3.490055924780368191e+00
5.954108913777917041e+04 1.554054728451440859e+01 7.634197923726150810e-03 3.504665967052465358e+00
5.954108961414814985e+04 1.554093877394048206e+01 7.859423166364513241e-03 3.452851932725884421e+00
5.954109010108703660e+04 1.553845672076437445e+01 7.600067350701557485e-03 3.459568173636056176e+00
5.954109058654444379e+04 1.554373251425055003e+01 7.695203848171672072e-03 3.420080428107406423e+00
5.954109106193703337e+04 1.554442233702193299e+01 8.007661604834674651e-03 3.510296843175682024e+00
5.954109154874444357e+04 1.553134309664323354e+01 7.702516460718767353e-03 3.514159662985743005e+00
5.954109202394443855e+04 1.553315292064128172e+01 7.689361756692627420e-03 3.523403208804186004e+00
5.954109251079073874e+04 1.554396513817884085e+01 7.800376473987714887e-03 3.513566153945788972e+00
5.954109298609074176e+04 1.554476039295676593e+01 7.771690811917171017e-03 3.457588533411102727e+00
5.954109347283287207e+04 1.553372166978816971e+01 7.924614300211735643e-03 3.528427407756498102e+00
5.954109394809074001e+04 1.554034846312303841e+01 7.650248909296870556e-03 3.534602650182856909e+00
5.954109442529073567e+04 1.553054460890133726e+01 7.685461981362868775e-03 3.510431739349850311e+00
5.954109490079074021e+04 1.551340542595433547e+01 7.858251627644084400e-03 3.592797382630976255e+00
5.954109537597916642e+04 1.554138647228062808e+01 7.840816109188512850e-03 3.522954338831086218e+00
5.954109585104443977e+04 1.551832185566094857e+01 8.087455900154775709e-03 3.585047334763549198e+00
5.954109631479073869e+04 1.554442564614554101e+01 8.069762358251591008e-03 3.540159336523263534e+00
5.954109678994444403e+04 1.554065376987526292e+01 8.192251828656424081e-03 3.719572911150961225e+00
5.954109727689073770e+04 1.552540748624497446e+01 7.992324221605059259e-03 3.663747574524072181e+00
5.954109775259999878e+04 1.552070612323631416e+01 7.867346819581001044e-03 3.555635145405080966e+00
5.954109822738333605e+04 1.553969122920070589e+01 7.991332604412804824e-03 3.444538800783928156e+00
5.954109870259073796e+04 1.553949732486966795e+01 8.025736758839286875e-03 3.466943783335870055e+00
5.954109917789074098e+04 1.554969792607171719e+01 8.057594739221619201e-03 3.408215717610426854e+00
5.954109965349583217e+04 1.556247483741823601e+01 8.322094165733108159e-03 3.358188339974945258e+00
