5.953491917605880008e+04 1.557756148076497382e+01 9.729223536072816730e-03 3.473319064963777514e+00
5.953491966351666633e+04 1.559727231653834068e+01 1.038547088762706468e-02 3.603277546501856943e+00
5.953492013871666859e+04 1.560704521771212683e+01 9.585282934162928092e-03 3.451809024056584629e+00
5.953492061395879864e+04 1.559793294680181752e+01 1.004614293534807773e-02 3.580072321708582361e+00
5.953492107761667285e+04 1.557809474072747591e+01 1.013452804511052498e-02 3.573465358407645898e+00
5.953492155291666859e+04 1.557256570995677869e+01 1.083252912451130104e-02 3.737118044762759439e+00
5.953492201651666983e+04 1.558143258783963780e+01 1.034439959933667989e-02 3.679069952167498325e+00
5.953492249171667208e+04 1.559452293102965825e+01 9.802563614206069934e-03 3.451640652812072219e+00
5.953492295531667332e+04 1.558209990661085342e+01 1.007733014698927905e-02 3.567704765891023477e+00
5.953492343061666907e+04 1.558687563123411124e+01 9.490980369769695321e-03 3.441470448559333928e+00
5.953492389420509426e+04 1.559006194619387742e+01 9.815429733722265751e-03 3.508133331353409545e+00
5.953492436947037640e+04 1.558543155036031358e+01 9.656651667544447273e-03 3.426333282189433671e+00
5.953492483321666805e+04 1.556494068473007530e+01 9.784090981269200071e-03 3.553738937559487887e+00
5.953492530847037415e+04 1.556998584166512778e+01 9.546293363053466596e-03 3.369572371277917977e+00
5.953492578371667332e+04 1.560817488392983776e+01 9.231945137747400373e-03 3.287315700657675865e+00
5.953492624741666805e+04 1.558330234470401621e+01 9.764538728150144037e-03 3.420144280550911020e+00
5.953492719790509727e+04 1.558817192301054355e+01 9.100004734495752493e-03 3.332049025687870536e+00
5.953492767311666830e+04 1.559587772977338815e+01 1.016074220919073630e-02 3.482912795685515484e+00
5.953492821791666938e+04 1.559195385988364002e+01 9.676117808133153850e-03 3.378755959537483200e+00
5.953492868150509457e+04 1.559758675599637812e+01 9.861617899202224438e-03 3.570114581120439556e+00
5.953492915686295601e+04 1.557402056203936702e+01 1.026731047932160149e-02 3.624607113974585015e+00
5.953492963211666938e+04 1.554826752410046353e+01 1.051916150158295482e-02 3.698136575303248019e+00
5.953493009581667138e+04 1.558734611801324021e+01 1.010794217959779147e-02 3.515907949799776944e+00
5.953493057120509184e+04 1.554828999044054783e+01 1.003575459688962716e-02 3.520698772916013297e+00
5.953493104641667014e+04 1.559615538874225216e+01 9.667851192619725600e-03 3.385815259490103646e+00
5.953493151011667214e+04 1.558810599607520508e+01 9.357801116458910884e-03 3.401377085379184262e+00
5.953493198525879416e+04 1.558105237568765133e+01 9.653881635642642262e-03 3.440966931253392591e+00
5.953493246057037322e+04 1.560730441162562698e+01 1.005746749635051326e-02 3.552851516420819866e+00
5.953493292421667138e+04 1.557777149827979102e+01 1.012034139371342963e-02 3.499061222875071486e+00
5.953493338796296302e+04 1.557846500156184533e+01 1.010674119668033936e-02 3.530047481654808639e+00
5.953493386321666912e+04 1.559681228652197937e+01 1.009076165433616355e-02 3.748296294235675674e+00
5.953493432681667036e+04 1.560711114543776290e+01 9.798191016141884202e-03 3.496913032650091235e+00
5.953493480211667338e+04 1.560771372877138319e+01 1.030141160285380671e-02 3.564991591646840430e+00
5.953493527740509307e+04 1.557538645188665072e+01 9.928299299763887129e-03 3.521189350420022901e+00
5.953493574111667112e+04 1.555622788604365958e+01 9.627618257281615397e-03 3.507033899314637271e+00
5.953493621631667338e+04 1.559120970999838107e+01 9.589643139760944263e-03 3.371437101626171717e+00
5.953493669150509231e+04 1.557111162142951954e+01 1.011473164958865550e-02 3.520929231212876598e+00
5.953493715521667036e+04 1.560045743272459617e+01 1.012090387388820539e-02 3.502134719774987914e+00
5.953493763051667338e+04 1.556581026318190197e+01 9.911374191268399261e-03 3.453123519657192997e+00
5.953493809407037043e+04 1.557021972014250188e+01 9.829478958595063570e-03 3.456301637718129260e+00
5.953493856935879739e+04 1.558783085254415646e+01 1.017385457541193812e-02 3.484258486601020000e+00
5.953493904457037570e+04 1.556002920784209387e+01 9.753191725601904546e-03 3.563770518435357637e+00
5.953493950836295699e+04 1.558575429431122039e+01 1.022716038844810084e-02 3.545719037733821022e+00
5.953493998365139123e+04 1.558937465515939991e+01 9.790712533090469363e-03 3.524928992604718481e+00
5.953494045881667262e+04 1.558590035268922236e+01 9.624528552895385974e-03 3.423472586614187740e+00
5.953494093411666836e+04 1.557357283618566512e+01 9.992879604699210494e-03 3.498048903616794103e+00
5.953494139771666960e+04 1.559108397364772891e+01 9.620711512060533405e-03 3.417589155258210720e+00
5.953494187301667262e+04 1.558176681588420287e+01 1.011502237019791008e-02 3.579082530287433617e+00
5.953494233667037042e+04 1.558496879704398097e+01 9.528403924725018306e-03 3.524002222164251297e+00
